nam,ten_truong,ma_goc,ten_nganh,diem_chuan,to_hop_mon,he_dao_tao,yeu_cau_phu,phan_hieu,doi_tuong,ma_nganh,ghi_chu,university_id
2021,Đại học Y Dược Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,25.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,23.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,235
2023,Đại học Y Dược Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,24.05,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,235
2024,Đại học Y Dược Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,24.38,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,235
2025,Đại học Y Dược Cần Thơ,7720601,Kỹ thuật xét nghiệm y học,19.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,235
2021,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,24.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,23.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,235
2023,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,23.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,235
2024,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,23.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,235
2025,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,18.88,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,235
2025,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,18.88,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,235
2025,Đại học Y Dược Cần Thơ,7720602,Kỹ thuật hình ảnh y học,18.88,X06,dai_tra,khong,co_so_chinh,toan_quoc,7720602,,235
2018,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,235
2019,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,235
2020,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,Điểm trúng tuyển đại trà,235
2021,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội giảm 1 điểm,235
2022,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,235
2023,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,235
2024,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,19.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,235
2025,Đại học Y Dược Cần Thơ,7720701,Y tế công cộng,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,235
2018,Đại học Y Dược Thái Bình,7720101,Y khoa,22.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2019,Đại học Y Dược Thái Bình,7720101,Y khoa,24.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2020,Đại học Y Dược Thái Bình,7720101,Y khoa,27.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2021,Đại học Y Dược Thái Bình,7720101,Y khoa,26.9,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,TTNV <=1,239
2022,Đại học Y Dược Thái Bình,7720101,Y khoa,26.3,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,"NV1, điểm Toán >=7.8",239
2022,Đại học Y Dược Thái Bình,7720101,Y khoa,26.3,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720101,"NV1, điểm Toán >=7.8",239
2022,Đại học Y Dược Thái Bình,7720101,Y khoa,26.3,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,"NV1, điểm Toán >=7.8",239
2023,Đại học Y Dược Thái Bình,7720101,Y khoa,25.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2023,Đại học Y Dược Thái Bình,7720101,Y khoa,25.8,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2023,Đại học Y Dược Thái Bình,7720101,Y khoa,25.8,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2024,Đại học Y Dược Thái Bình,7720101,Y khoa,26.17,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2024,Đại học Y Dược Thái Bình,7720101,Y khoa,26.17,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2024,Đại học Y Dược Thái Bình,7720101,Y khoa,26.17,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2025,Đại học Y Dược Thái Bình,7720101,Y khoa,24.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2025,Đại học Y Dược Thái Bình,7720101,Y khoa,24.6,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2025,Đại học Y Dược Thái Bình,7720101,Y khoa,24.6,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,239
2020,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2021,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,22.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,TTNV <=3,239
2022,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2022,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2023,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2023,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2024,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2024,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,19.15,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2025,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2025,Đại học Y Dược Thái Bình,7720110,Y học dự phòng,17.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,239
2018,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,20.6,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2019,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,22.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2021,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,24.35,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,TTNV <=3,239
2022,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,23.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2022,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,23.55,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2023,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,23.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2023,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,23.25,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2024,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,23.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2024,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,23.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2025,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2025,Đại học Y Dược Thái Bình,7720115,Y học cổ truyền,19.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720115,,239
2018,Đại học Y Dược Thái Bình,7720201,Dược học,21.55,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2019,Đại học Y Dược Thái Bình,7720201,Dược học,21.7,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2019,Đại học Y Dược Thái Bình,7720201,Dược học,21.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2020,Đại học Y Dược Thái Bình,7720201,Dược học,25.75,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2021,Đại học Y Dược Thái Bình,7720201,Dược học,24.9,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,TTNV <=8,239
2022,Đại học Y Dược Thái Bình,7720201,Dược học,25.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2022,Đại học Y Dược Thái Bình,7720201,Dược học,25.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2022,Đại học Y Dược Thái Bình,7720201,Dược học,25.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2023,Đại học Y Dược Thái Bình,7720201,Dược học,23.14,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2023,Đại học Y Dược Thái Bình,7720201,Dược học,23.14,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2023,Đại học Y Dược Thái Bình,7720201,Dược học,23.14,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2024,Đại học Y Dược Thái Bình,7720201,Dược học,24.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2024,Đại học Y Dược Thái Bình,7720201,Dược học,24.0,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2024,Đại học Y Dược Thái Bình,7720201,Dược học,24.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2025,Đại học Y Dược Thái Bình,7720201,Dược học,19.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2025,Đại học Y Dược Thái Bình,7720201,Dược học,19.5,A01,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2025,Đại học Y Dược Thái Bình,7720201,Dược học,19.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,239
2018,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,20.35,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2019,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,21.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2020,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,24.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2021,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,24.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,TTNV <=4,239
2022,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,21.3,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2022,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,21.3,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2023,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,22.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2023,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,22.1,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2024,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2024,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,20.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2025,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,17.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2025,Đại học Y Dược Thái Bình,7720301,Điều dưỡng,17.0,D08,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,239
2022,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,24.15,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2022,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,24.15,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2023,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,23.7,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2023,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,23.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2024,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,23.05,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2024,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,23.05,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2025,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,19.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2025,Đại học Y Dược Thái Bình,7720601,Kỹ thuật xét nghiệm y học,19.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,239
2018,Đại học Y Dược Thái Bình,7720701,Y tế công cộng,15.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,239
2019,Đại học Y Dược Thái Bình,7720701,Y tế công cộng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,239
2020,Đại học Y Dược Thái Bình,7720701,Y tế công cộng,16.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,239
2020,Đại học Y Dược Thái Bình,7720701,Y tế công cộng,16.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,239
2023,Đại học Y Dược Thái Bình,7720701,Y tế công cộng,15.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,239
2023,Đại học Y Dược Thái Bình,7720701,Y tế công cộng,15.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,239
2018,Đại học Y Khoa Vinh,7720101,Y khoa,20.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2019,Đại học Y Khoa Vinh,7720101,Y khoa,22.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,"Đã tính điểm ưu tiên đối tượng, ưu tiên khu vực",247
2020,Đại học Y Khoa Vinh,7720101,Y khoa,25.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2021,Đại học Y Khoa Vinh,7720101,Y khoa,25.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2022,Đại học Y Khoa Vinh,7720101,Y khoa,24.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2023,Đại học Y Khoa Vinh,7720101,Y khoa,24.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2024,Đại học Y Khoa Vinh,7720101,Y khoa,24.85,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2025,Đại học Y Khoa Vinh,7720101,Y khoa,22.1,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2025,Đại học Y Khoa Vinh,7720101,Y khoa,22.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,247
2018,Đại học Y Khoa Vinh,7720110,Y học dự phòng,16.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2019,Đại học Y Khoa Vinh,7720110,Y học dự phòng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,"Đã tính điểm ưu tiên đối tượng, ưu tiên khu vực",247
2020,Đại học Y Khoa Vinh,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2021,Đại học Y Khoa Vinh,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2022,Đại học Y Khoa Vinh,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2023,Đại học Y Khoa Vinh,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2024,Đại học Y Khoa Vinh,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2025,Đại học Y Khoa Vinh,7720110,Y học dự phòng,17.25,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2025,Đại học Y Khoa Vinh,7720110,Y học dự phòng,17.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2025,Đại học Y Khoa Vinh,7720110,Y học dự phòng,17.25,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,247
2018,Đại học Y Khoa Vinh,7720201,Dược học,16.75,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2019,Đại học Y Khoa Vinh,7720201,Dược học,21.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,"Đã tính điểm ưu tiên đối tượng, ưu tiên khu vực",247
2019,Đại học Y Khoa Vinh,7720201,Dược học,21.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,"Đã tính điểm ưu tiên đối tượng, ưu tiên khu vực",247
2020,Đại học Y Khoa Vinh,7720201,Dược học,23.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2020,Đại học Y Khoa Vinh,7720201,Dược học,23.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2021,Đại học Y Khoa Vinh,7720201,Dược học,24.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2021,Đại học Y Khoa Vinh,7720201,Dược học,24.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2022,Đại học Y Khoa Vinh,7720201,Dược học,23.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2022,Đại học Y Khoa Vinh,7720201,Dược học,23.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2023,Đại học Y Khoa Vinh,7720201,Dược học,22.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2023,Đại học Y Khoa Vinh,7720201,Dược học,22.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2024,Đại học Y Khoa Vinh,7720201,Dược học,23.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2025,Đại học Y Khoa Vinh,7720201,Dược học,19.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2025,Đại học Y Khoa Vinh,7720201,Dược học,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2025,Đại học Y Khoa Vinh,7720201,Dược học,19.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720201,,247
2019,Đại học Y Khoa Vinh,7720301,Điều dưỡng,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,"Đã tính điểm ưu tiên đối tượng, ưu tiên khu vực",247
2020,Đại học Y Khoa Vinh,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2021,Đại học Y Khoa Vinh,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2022,Đại học Y Khoa Vinh,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2023,Đại học Y Khoa Vinh,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2024,Đại học Y Khoa Vinh,7720301,Điều dưỡng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2025,Đại học Y Khoa Vinh,7720301,Điều dưỡng,17.5,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2025,Đại học Y Khoa Vinh,7720301,Điều dưỡng,17.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2025,Đại học Y Khoa Vinh,7720301,Điều dưỡng,17.5,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720301,,247
2018,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2019,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,18.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,"Đã tính điểm ưu tiên đối tượng, ưu tiên khu vực",247
2020,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,21.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2021,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,22.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2022,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2023,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2024,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2025,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,20.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2025,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,20.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2025,Đại học Y Khoa Vinh,7720601,Kỹ thuật xét nghiệm y học,20.0,D07,dai_tra,khong,co_so_chinh,toan_quoc,7720601,,247
2018,Đại học Y Khoa Vinh,7720701,Y tế công cộng,18.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,247
2020,Đại học Y Khoa Vinh,7720701,Y tế công cộng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720701,,247
2021,Đại học Y Khoa Vinh,7720801,Y tế công cộng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720801,,247
2022,Đại học Y Khoa Vinh,7720801,Y tế công cộng,15.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720801,,247
2020,Đại học Y Dược TP HCM,2023&rpar;,Điều dưỡng chuyên ngành Hộ sinh &lpar;Chỉ tuyển nữ&rpar;  7720501_02 &lpar;trước,27.1,B00,dai_tra,khong,co_so_chinh,toan_quoc,2023&rpar;,,298
2021,Đại học Y Dược TP HCM,2023&rpar;,Điều dưỡng chuyên ngành Hộ sinh &lpar;Chỉ tuyển nữ&rpar;  7720501_02 &lpar;trước,27.4,B00,dai_tra,khong,co_so_chinh,toan_quoc,2023&rpar;,,298
2022,Đại học Y Dược TP HCM,2023&rpar;,Điều dưỡng chuyên ngành Hộ sinh &lpar;Chỉ tuyển nữ&rpar;  7720501_02 &lpar;trước,26.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,2023&rpar;,,298
2023,Đại học Y Dược TP HCM,2023&rpar;,Điều dưỡng chuyên ngành Hộ sinh &lpar;Chỉ tuyển nữ&rpar;  7720501_02 &lpar;trước,26.96,B00,dai_tra,khong,co_so_chinh,toan_quoc,2023&rpar;,,298
2018,Đại học Y Dược TP HCM,7720101,Y khoa,24.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2019,Đại học Y Dược TP HCM,7720101,Y khoa,26.7,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,"Điểm trúng tuyển đã cộng điểm ưu tiên về khu vực, đối tượng",298
2020,Đại học Y Dược TP HCM,7720101,Y khoa,28.45,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2021,Đại học Y Dược TP HCM,7720101,Y khoa,28.2,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2022,Đại học Y Dược TP HCM,7720101,Y khoa,27.55,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2023,Đại học Y Dược TP HCM,7720101,Y khoa,27.34,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2024,Đại học Y Dược TP HCM,7720101,Y khoa,27.8,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2025,Đại học Y Dược TP HCM,7720101,Y khoa,27.34,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720101,,298
2020,Đại học Y Dược TP HCM,7720101,Y khoa (có CC Tiếng Anh),27.7,B00,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720101_02,,298
2021,Đại học Y Dược TP HCM,7720101,Y khoa (có CC Tiếng Anh),27.65,B00,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720101_02,,298
2022,Đại học Y Dược TP HCM,7720101,Y khoa (có CC Tiếng Anh),26.6,B01,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720101_02,,298
2023,Đại học Y Dược TP HCM,7720101,Y khoa (có CC Tiếng Anh),27.1,B00,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720101_02,,298
2018,Đại học Y Dược TP HCM,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2019,Đại học Y Dược TP HCM,7720110,Y học dự phòng,20.5,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,"Điểm trúng tuyển đã cộng điểm ưu tiên về khu vực, đối tượng",298
2020,Đại học Y Dược TP HCM,7720110,Y học dự phòng,21.95,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2021,Đại học Y Dược TP HCM,7720110,Y học dự phòng,23.9,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2022,Đại học Y Dược TP HCM,7720110,Y học dự phòng,21.0,B02,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2023,Đại học Y Dược TP HCM,7720110,Y học dự phòng,22.65,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2024,Đại học Y Dược TP HCM,7720110,Y học dự phòng,23.25,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2024,Đại học Y Dược TP HCM,7720110,Y học dự phòng,23.25,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2025,Đại học Y Dược TP HCM,7720110,Y học dự phòng,19.0,A00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2025,Đại học Y Dược TP HCM,7720110,Y học dự phòng,19.0,B00,dai_tra,khong,co_so_chinh,toan_quoc,7720110,,298
2022,Đại học Y Dược TP HCM,7720110,Y học dự phòng (kết hợp sơ tuyển chứng chỉ tiếng Anh quốc tế),23.35,B03,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720110_02,,298
2023,Đại học Y Dược TP HCM,7720110,Y học dự phòng (kết hợp sơ tuyển chứng chỉ tiếng Anh quốc tế),23.45,A00,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720110_02,,298
2023,Đại học Y Dược TP HCM,7720110,Y học dự phòng (kết hợp sơ tuyển chứng chỉ tiếng Anh quốc tế),23.45,B00,dai_tra,co_chung_chi,co_so_chinh,toan_quoc,7720110_02,,298
